,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK
419,1010017401,1010027500,1010031700,4,104,000,-,장충단로,0,0,000,50,0,0,0,217.7643,
420,1010017402,1010031700,1010033600,4,104,000,-,장충단로,0,0,000,50,0,0,0,135.2562,
421,1010017405,1010033600,1010034700,4,104,000,-,장충단로,0,0,000,50,0,0,0,89.8978,
422,1010017406,1010034700,1010035100,3,104,003,-,율곡로,0,0,000,50,0,0,0,35.0698,
423,1010017501,1010034100,1010004800,2,104,000,-,무교로,1,0,000,30,0,0,0,222.2014,
424,1010017502,1010034300,1010034100,2,104,003,-,무교로,1,0,000,40,0,0,0,32.8108,
425,1010017601,1010004800,1010034100,2,104,000,-,무교로,0,0,000,30,0,0,0,222.0966,
426,1010017602,1010034100,1010034300,2,104,003,-,무교로,0,0,000,40,0,0,0,32.8108,
427,1010017701,1010034400,1010003700,1,104,000,-,덕수궁길,1,0,000,30,0,0,0,487.7575,
428,1010017702,1000007900,1010034400,2,104,000,-,덕수궁길,0,0,000,30,0,0,0,82.605,
429,1010017801,1010003700,1010034400,1,104,000,-,덕수궁길,0,0,000,30,0,0,0,498.4888,
430,1010017802,1010034400,1000007900,1,104,000,-,덕수궁길,0,0,000,30,0,0,0,81.117,
431,1010017900,1010032000,1010031800,2,104,000,-,마장로,0,0,000,40,0,0,0,310.6709,
432,1010018000,1010031800,1010032000,2,104,000,-,마장로,0,0,000,40,0,0,0,307.7956,
433,1010018100,1010036200,1010004900,6,104,000,-,세종대로,0,0,000,50,0,0,0,218.4182,
434,1010018200,1010004900,1000002000,5,104,000,-,세종대로,0,0,000,50,0,0,0,219.2663,
435,1010018302,1010033000,1010030700,3,104,000,-,동호로,0,0,000,50,0,0,0,171.7687,
436,1010018303,1010034600,1010033000,3,104,000,-,동호로,0,0,000,50,0,0,0,119.2319,
437,1010018304,1010035000,1010034600,3,104,003,-,동호로,0,0,000,50,0,0,0,35.8267,
438,1010018402,1010030700,1010033000,4,104,000,-,동호로,0,0,000,50,0,0,0,171.7687,
439,1010018403,1010033000,1010034600,4,104,000,-,동호로,0,0,000,50,0,0,0,119.2319,
440,1010018404,1010034600,1010035000,4,104,003,-,동호로,0,0,000,50,0,0,0,35.8267,
441,1010018501,1010032000,1010032900,1,104,000,-,마장로,0,0,000,40,0,0,0,324.1608,
